0.229189 -0.061426 0.938846 
0.179496 0.200773 0.692165 
0.229189 -0.031454 1.283610 
0.278882 -0.023019 0.950530 
0.26149500000000003 0.045667 0.971424 
0.229189 0.053280 0.973741 
0.196883 0.269459 0.713059 
0.205948 0.009165 1.505100 
0.229189 0.277072 0.715376 
0.229189 0.014811 1.504150 
0.278882 -0.111196 1.282310 
0.26149500000000003 -0.039411 1.283480 
0.252431 0.009165 1.505100 
0.26494 -0.041767 1.513680 
0.26149500000000003 0.269459 0.713059 
0.278882 0.200773 0.692165 
0.229189 0.162366 0.680481 
0.196883 0.045667 0.971424 
0.179496 -0.023019 0.950530 
0.229189 -0.151335 1.281660 
0.229189 -0.070246 1.518480 
0.179496 -0.111196 1.282310 
0.193439 -0.041767 1.513680 
0.196883 -0.039411 1.283480 
0.229189 -0.139499 -0.804149 
0.229189 -0.196023 -0.643914 
0.229189 0.207794 -1.162700 
0.229189 0.342375 -1.510260 
0.229189 -0.232522 -0.216349 
0.338307 -0.119018 0.100709 
0.120071 -0.119018 0.100709 
0.229189 -0.154873 0.103656 
0.25929 -0.105174 0.316078 
0.229189 -0.112314 0.317509 
0.229189 0.112303 0.506078 
0.19908800000000001 -0.105174 0.316078 
0.200428 -0.037815 0.439801 
0.25795 -0.037815 0.439801 
0.310928 -0.203143 0.439706 
0.29512499999999997 -0.238012 0.335711 
0.249331 -0.108242 0.303668 
0.343855 -0.167257 0.149229 
0.345275 -0.276934 0.217803 
0.31922300000000003 -0.382159 0.456303 
0.114523 -0.167257 0.149229 
0.11310300000000001 -0.276934 0.217803 
0.209047 -0.108242 0.303668 
0.139155 -0.382159 0.456303 
0.14745 -0.203143 0.439706 
0.15232400000000001 -0.377381 0.378108 
0.163253 -0.238012 0.335711 
0.306054 -0.377381 0.378108 
0.15119 -0.438418 0.363464 
0.134464 -0.687984 0.346619 
0.10939900000000001 -0.424686 0.304048 
0.06836900000000001 -0.602659 0.286432 
0.03819700000000001 -0.614722 0.342338 
0.06104799999999999 -0.687707 0.257272 
0.07741800000000001 -0.687980 0.349147 
0.025443999999999994 -0.687917 0.313177 
0.100689 -0.687445 0.237457 
0.150003 -0.687932 0.310966 
0.063922 -0.602291 0.204563 
0.15287699999999999 -0.617099 0.236559 
0.10356300000000002 -0.603366 0.203812 
0.101964 -0.603735 0.285509 
0.14375500000000002 -0.617617 0.340127 
0.16025 -0.687414 0.212852 
0.110532 -0.370966 0.289767 
0.07580400000000001 -0.423611 0.305410 
0.013270000000000004 -0.687399 0.214649 
0.02831900000000001 -0.614472 0.257455 
0.02485699999999999 -0.687587 0.149699 
0.03729299999999999 -0.646208 0.173407 
0.066717 -0.639473 0.139614 
0.055282 -0.687338 0.180856 
0.05957699999999999 -0.687553 0.115905 
0.09947900000000001 -0.640081 0.138863 
0.10205900000000001 -0.687344 0.180105 
0.09823599999999999 -0.687556 0.115154 
0.140234 -0.647844 0.171610 
0.14632699999999998 -0.687595 0.147901 
0.138022 -0.448646 0.416058 
0.08224200000000001 -0.626975 0.378308 
0.130587 -0.627845 0.375781 
